"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",6412.77450231895,6462.93836370661,6513.49463137464,6564.44637491707,6615.79668793977,6667.54868824833,6719.70551803734,6772.27034408118,6825.24635792626,6878.63677608487,6932.4448402304,6986.6738173942,7041.32700016398,7096.40770688362,7151.91928185475,7207.86509553976,7264.24854476643,7321.07305293422,6213.53784452829,6212.73974189052,6211.94154679683,6211.14325921393,6210.34487910849,6209.54640644715,6208.74784119655,6207.94918332331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",4448.96134170258,4454.54984546087,4460.1490427207,4465.7589539439,4471.37959963144,4477.01100032353,4482.65317659966,4488.30614907874,4493.9699384191,4499.64456531861,4505.33005051475,4511.02641478466,4516.73367894527,4522.45186385332,4528.18099040546,4533.92107953833,4539.67215222863,4545.43422949321,4582.85022210481,4589.26242817994,4595.67463425507,4602.0868403302,4608.49904640534,4614.91125248047,4621.3234585556,4627.73566463073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",5820.6208962261,5833.4923711597,5846.36384609331,5859.23532102692,5872.10679596053,5884.97827089413,5897.84974582774,5910.72122076134,5923.59269569495,5936.46417062856,5949.33564556217,5962.20712049577,5975.07859542938,5987.95007036299,6000.82154529659,6013.6930202302,6026.56449516381,6039.43597009741,5813.11679301249,5813.19152610543,5813.26625919836,5813.3409922913,5813.41572538424,5813.49045847718,5813.56519157012,5813.63992466306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",4919.9399140454,4927.54775352583,4935.16735721936,4942.79874331731,4950.44193003914,4958.09693563248,4965.76377837319,4973.44247656537,4981.13304854143,4988.83551266214,4996.54988731664,5004.27619092254,5012.01444192589,5019.76465880129,5027.52686005189,5035.30106420948,5043.08728983447,5050.88555551599,4787.20968318351,4787.62310141302,4788.03655534488,4788.45004498217,4788.86357032797,4789.27713138537,4789.69072815746,4790.10436064732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",3835.85051177403,3840.48558238945,3845.13069371096,3849.78586748921,3854.45112552197,3859.12648965421,3863.81198177825,3868.5076238338,3873.21343780813,3877.92944573611,3882.65566970038,3887.39213183137,3892.13885430749,3896.89585935517,3901.663169249,3906.44080631182,3911.22879291481,3916.02715147765,3827.36011916787,3828.56027850287,3829.7611414906,3830.9627085436,3832.16498007467,3833.36795649684,3834.57163822339,3835.77602566784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",3966.11925865752,3966.32027642116,3966.52132500158,3966.72240440352,3966.92351463171,3967.12465569086,3967.3258275857,3967.52703032097,3967.72826390138,3967.92952833167,3968.13082361657,3968.3321497608,3968.5335067691,3968.7348946462,3968.93631339684,3969.13776302574,3969.33924353763,3969.54075493726,3868.91609584998,3868.87729093988,3868.83848526226,3868.79967881707,3868.76087160427,3868.72206362383,3868.68325487571,3868.64444535987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",5998.2628427591,6004.22315808465,6010.19244092238,6016.17070476425,6022.1579631225,6028.15422952971,6034.15951753882,6040.17384072317,6046.19721267649,6052.229647013,6058.27115736739,6064.32175739485,6070.38146077112,6076.45028119253,6082.52823237601,6088.61532805913,6094.7115820001,6100.81700797788,5368.56470241407,5344.24629727251,5320.10038179984,5296.12573253235,5272.32113468433,5248.68538208652,5225.21727712497,5201.91563068034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",6185.36278299851,6139.32405512237,6093.62800148198,6048.27207149357,6003.25373355781,5958.5704749185,5914.21980152234,5870.19923787968,5826.50632692638,5783.13862988664,5740.09372613692,5697.36921307076,5654.96270596476,5612.8718378454,5571.09425935696,5529.6276386304,5488.46966115315,5447.61802963999,6060.29104919189,6054.98526995728,6049.6841359275,6044.38764303569,6039.09578721852,6033.80856441626,6028.52597057269,6023.24800163517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",4383.36326007846,4366.8870422929,4350.50725195218,4334.22332471246,4318.03469953272,4301.94081865546,4285.94112758747,4270.0350750807,4254.22211311333,4238.50169687081,4222.87328472716,4207.33633822627,4191.89032206334,4176.53470406649,4161.26895517835,4146.0925494379,4131.0049639623,4116.0056789289,4263.28183203148,4261.47658465196,4259.67253550611,4257.8696837986,4256.06802873463,4254.26756951993,4252.46830536075,4250.67023546386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",3023.91282906763,3074.79376181845,3126.53082682701,3179.13842953763,3232.63121778336,3287.02408586446,3342.33217869555,3398.57089602244,3455.75589671001,3513.90310310219,3573.02870545527,3633.14916644589,3694.28122575483,3756.4419047279,3819.64851111534,3883.91864389088,3949.27019815191,4015.72137010218,2982.49295071834,2989.3954401329,2996.33525458999,3003.31259592386,3010.32766706017,3017.38067202192,3024.47181593533,3031.60130503585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",5543.30157299824,5617.32652402049,5690.86670558972,5763.9345698196,5836.54201964741,5908.70044279394,5980.42074304301,6051.71336909638,6122.58834123113,6193.05527596222,6263.12340889051,6332.80161589818,6402.09843283589,6471.02207383193,6539.58044834006,6607.78117703131,6675.63160662481,6743.13882374338,5974.40055089877,6007.02041456333,6039.64027822788,6072.26014189244,6104.880005557,6137.49986922156,6170.11973288612,6202.73959655067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",3914.20062546826,3960.25787065396,4006.04279056025,4051.56164496052,4096.82044646251,4141.82497421031,4186.58078661531,4231.09323319942,4275.36746562558,4319.40844798301,4363.22096638841,4406.80963795795,4450.17891920036,4493.33311387617,4536.27638036437,4579.01273857402,4621.54607643467,4663.88015599707,4331.4758713922,4362.01708039364,4392.87433357815,4424.05090140976,4455.55008819567,4487.37523243647,4519.52970717994,4552.01692037858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
